objectid,cod_ciclovia,designacao,nome_projeto,hierarquia,tipologia,nivel_segregacao,tipo_intervencao,situacao,ano,entidade_resp,freguesia,comprimento_m,comp_km
148971,0485,Rua Dom Francisco D'Eça,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,233.32,0.23332
148972,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,49.11,0.04911
148973,0485,Rua Simões Telhadas,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,63.4,0.0634
148974,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,53.63,0.05363
148975,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,62.54,0.06254
148976,0485,Rua Luís Cadote,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,45.57,0.04557
148977,0485,Rua José da Bateira,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,296.86,0.29686
148978,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,55.480000000000004,0.05548
148979,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,55.480000000000004,0.05548
148980,0485,Rua José da Bateira,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,294.54,0.29454
148981,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,128.87,0.12887
148984,0295,Telheiras - Campo Grande (Via Cidade Universitária),T11 - Telheiras - Campo Grande (Via Cidade Universitária),Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Alvalade,1059.7,1.0597
149008,0043,Tapada da Ajuda,Tapada da Ajuda,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,295.7,0.2957
149009,0043,Tapada da Ajuda,Tapada da Ajuda,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,511.53000000000003,0.51153
149010,0043,Tapada da Ajuda,Tapada da Ajuda,Local,Contrassentido,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,74.33,0.07433
149013,0093,Avenida Marechal Teixeira Rebelo,Avenida Marechal Teixeira Rebelo,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Benfica,490.25,0.49025
149037,0406,Jardim Torre de Belém,Jardim Torre de Belém,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML,Belém,313.53000000000003,0.31353
149041,0002,Rua Interior à Est. da Correira,Interface Pontinha,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMU/DEP,Carnide,417.73,0.41773
149044,0286,Praça São Francisco de Assis - Avenida das Nações Unidas,Praça São Francisco de Assis - Avenida das Nações Unidas,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2019,CML/DMM,Carnide,473.64,0.47364
149065,0683,Praça Baden Powell,Avenida Cidade de Luanda - Fase 2,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Olivais,124.67,0.12467
149068,0250,Rua Brito Aranha,Bairro Arco Cego,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Areeiro,48.59,0.04859
149071,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,433.95,0.43395
149080,0505,Rua Vieira Lusitano,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,228.18,0.22818
149081,0505,Rua 2 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,269.33,0.26933
149082,0505,Rua 6 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,118.05,0.11805
149083,0505,Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,423.85,0.42385
149084,0505,Rua 10 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,89.88,0.08988
149085,0505,Rua 12 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,351.62,0.35162
149086,0278,Praça de Espanha,Praça de Espanha,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,SRU,São Domingos de Benfica,64.75,0.06475
149091,0505,Rua 12 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,349.77,0.34977
149092,0505,Rua 10 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,89.10000000000001,0.0891
149104,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Misericórdia,66.02,0.06602
149105,0120,Trilho de Corrida,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Campolide,203.48000000000002,0.20348
149117,0002,Rua Interior à Est. da Correira,Interface Pontinha,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMU/DEP,Carnide,42.22,0.04222
149121,0253,Avenida Dr. Francisco Luís Gomes,Corredor Verde dos Olivais - Pista Ciclável Troço 24B - Parque Urbano dos Olivais/Quinta Conde dos Arcos,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMEVAE,Olivais,230.56,0.23056
149133,0254,Avenida do Santo Condestável,Corredor Verde Oriental - Troço T08A - Percurso do Parque Horticola do Vale de Chelas -Olivais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2022,CML/DMAEVCE,Marvila,912.1700000000001,0.91217
149136,0285,Rua Engº Ferreira de Mesquita,Corredor Estruturante do Vale de Alcântara - Estação de Campolide-Avenida Calouste Gulbenkian,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Campolide,116.96000000000001,0.11696
149145,0157,Moinhos do Mocho,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,2070.6,2.0706
149149,0158,Vila Pouca - Bela Vista,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,2635.75,2.63575
149152,0049,Corredor Verde Oriental,Corredor Verde Oriental - Quinta das Flores ligação Rio,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Marvila,235.64000000000001,0.23564
149153,0287,Rotunda das Calvanas - Avenida do Brasil,T04A - Rotunda das Calvanas - Avenida do Brasil,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMEVAE,Alvalade,758.5,0.7585
149159,0071,Rua Carlos Mardel,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,206.95000000000002,0.20695
149161,0293,Rua Tomás da Fonseca,Rua Tomás da Fonseca - Azinhaga das Galhardas,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,563.78,0.56378
149162,0086,Avenida dos Defensores de Chaves,Avenida Defensores de Chaves,Complementar,Faixa Ciclável,Faixa ciclável (separação visual),Provisória,Executado,2019,CML/DMM,Arroios,294.63,0.29463
149179,0020,Avenida da Liberdade,Avenida da Liberdade,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Santo António,1122.46,1.12246
149184,0669,Rua Portugal Durão,Rua Portugal Durão,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMM,Avenidas Novas,159.61,0.15961
149185,0407,Ligação Alameda dos Oceanos/ Pista Ribeirinha,ZON - Ligação Alameda dos Oceanos/ Pista Ribeirinha,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML/DMU/DEP,Parque das Nações,94.11,0.09411
149189,0393,Eixo Central,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML,Santa Clara,9.97,0.00997
149191,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,38.76,0.03876
149195,0186,Rua Padre António Vieira,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,215.77,0.21577
149196,0481,Eixo Central,,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,343.44,0.34344
149198,0641,Avenida Guerra Junqueiro,Avenida Guerra Junqueiro,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMM,Areeiro,295.54,0.29554
149205,0198,Passeio dos Jacarandás,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,59.08,0.05908
149211,0520,Passeio do Adamastor,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,7.59,0.00759
149218,0683,Praça Baden Powell,Avenida Cidade de Luanda - Fase 2,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,EMEL,Olivais,27.01,0.02701
149222,0265,Avenida Infante Dom Henrique,Loteamento Braço de Prata,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML,Marvila,17.62,0.01762
149223,0265,Parque Ribeirinho Oriente,Loteamento Braço de Prata,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML,Marvila,612.89,0.61289
149225,0139,Rua Castilho,Rua Castilho - Fase 1,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Avenidas Novas,620.67,0.62067
149227,0206,Ponte ciclopedonal sobre a Av. Infante Santo - Rua Cova da Moura,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Estrela,15.610000000000001,0.01561
149228,0055,Estrada do Desvio,Corredor Verde Periférico - Ligação Ponte/Vale da Ameixoeira e Praça,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Lumiar,1.1,0.0011
149230,0122,Rua de Dona Estefânia,Rua de Dona Estefânia,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,EMEL,Arroios,356.44,0.35644
149231,0183,Alto do Duque,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Belém,4243.27,4.24327
149232,0294,Avenida Infante Dom Henrique,T22 - Santa Apolónia - Parque das Nações,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMEVAE,São Vicente,897.0500000000001,0.89705
149233,0173,Passeio de Neptuno,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,638.5600000000001,0.63856
149235,0459,Avenida Luís Bivar,Bairros 30+Bici - Bairro de São Sebastião,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,332.37,0.33237
149241,0172,Corredor Verde Oriental,Corredor Verde Oriental - Vale Fundão - Expansão do Parque de Vale Fundão,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMEVAE,Marvila,377.98,0.37798
149242,0142,Rua Engº Ferreira Dias,Rua Pardal Monteiro-Rua Eng.º Ferreira Dias,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Marvila,646.5,0.6465
149243,0046,Alameda dos Oceanos,Alameda dos Oceanos Sul,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMM; EMEL,Parque das Nações,445.49,0.44549
149249,0184,Campismo - Chaminés Del Rei,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,598.0600000000001,0.59806
149250,0184,Campismo - Chaminés Del Rei,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,1495.33,1.49533
149251,0184,Campismo - Chaminés Del Rei,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Ajuda,1770.55,1.77055
149258,0520,Passeio do Adamastor,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,140.57,0.14057
149262,0282,Quinta da Paz - Cemitério de Carnide,Quinta da Paz - Cemitério de Carnide (1ª fase),Complementar,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Carnide,147.36,0.14736
149265,0529,Praça do Marquês de Pombal,,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM; UCT,Avenidas Novas,20.52,0.02052
149273,0505,Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,70.87,0.07087
149274,0505,Rua 10 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,192.03,0.19203
149275,0505,Rua 7 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,288.12,0.28812
149276,0505,Rua 5 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,77.06,0.07706
149277,0505,Calçada da Quintinha,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,217.19,0.21719
149278,0505,Rua Conde das Antas,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,122.83,0.12283
149279,0505,Rua Conde das Antas,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,219.8,0.2198
149280,0505,Rua General Taborda,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,291.56,0.29156
149282,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,363.69,0.36369
149283,0254,Avenida do Santo Condestável,Corredor Verde Oriental - Troço T08A - Percurso do Parque Horticola do Vale de Chelas -Olivais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2022,CML/DMAEVCE,Marvila,9.32,0.00932
149287,0044,Estrada da Circunvalação,Parque Florestal de Monsanto - Troço T25 - Parque de Campismo de Lisboa/Rotunda de Pina Manique,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Benfica,1039.07,1.03907
149288,0208,Ponte ciclopedonal sobre a Rua Marquês da Fronteira - Palácio da Justiça - Jardim Amália Rodrigues,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Avenidas Novas,33.26,0.03326
149290,0186,Rua Sampaio e Pina,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,212.52,0.21252
149296,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Misericórdia,176.39000000000001,0.17639
149297,0297,Avenida Vinte e Quatro de Julho,UPCB - Largo de Santos,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Misericórdia,330.7,0.3307
149298,0173,Passeio de Neptuno,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Marvila,20.95,0.02095
149304,0268,Estrada da Pontinha - Avenida Prof. Gama Caeiro,Ligação Ciclável Pontinha-Av. Professor Gama Caeiro,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2022,CML/DMAEVCE,Carnide,631.63,0.63163
149308,0294,Avenida Infante Dom Henrique,T22 - Santa Apolónia - Parque das Nações,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMEVAE,Penha de França,752.75,0.75275
149313,0123,Keil do Amaral,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Ajuda,787.0,0.787
149314,0066,Praça de Londres,Praça de Londres,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM; EMEL,Areeiro,225.71,0.22571
149315,0041,Ponte Ciclopedonal sobre o Rio Trancão,Parque Trancão - Ponte Ciclopedonal sobre o Rio Trancão,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML/DMAEVCE; EMEL,Parque das Nações,113.39,0.11339
149316,0136,Rota da Água,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,626.15,0.62615
149321,0028,Rua Afonso Lopes Vieira,Rua Afonso Lopes Vieira,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,118.98,0.11898
149322,0641,Avenida Guerra Junqueiro,Avenida Guerra Junqueiro,Principal,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMM,Areeiro,308.23,0.30823
149328,0123,Keil do Amaral,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Ajuda,451.74,0.45174
149331,0650,Parada do Alto de São João,UPCB - Parada do Alto de São João,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMU/DEP; CML/DMMC/DIOA,Penha de França,66.82000000000001,0.06682
149332,0650,Parada do Alto de São João,UPCB - Parada do Alto de São João,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMU/DEP; CML/DMMC/DIOA,Penha de França,60.99,0.06099
149333,0650,Parada do Alto de São João,UPCB - Parada do Alto de São João,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMU/DEP; CML/DMMC/DIOA,Penha de França,141.13,0.14113
149335,0270,Parque Oeste - Metro Ameixoeira,Parque Oeste - Metro Ameixoeira,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Santa Clara,152.35,0.15235
149340,0164,Rua dos Eucaliptos,Zona 30 - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Olivais,677.04,0.67704
149363,0633,Travessa das Recolhidas,,Local,Zona de Coexistência,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Arroios,28.650000000000002,0.02865
149367,0071,Rua Lucinda do Carmo,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,202.27,0.20227
149375,0004,Parque Urbano da Quinta da Montanha,Parque Urbano da Quinta da Montanha - Fase 1,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMEVAE,Areeiro,88.43,0.08843
149376,0004,Parque Urbano da Quinta da Montanha,Parque Urbano da Quinta da Montanha - Fase 1,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMEVAE,Alvalade,30.740000000000002,0.03074
149377,0297,Avenida Vinte e Quatro de Julho,UPCB - Largo de Santos,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Estrela,434.46000000000004,0.43446
149381,0529,Praça do Marquês de Pombal,,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM; UCT,Santo António,20.29,0.02029
149383,0266,Avenida Cidade do Porto,Mata de Alvalade - Parque Urbano dos Olivais,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Olivais,873.26,0.87326
149395,0273,Passagem Ciclopedonal sobre a Calçada de Carriche,Corredor Verde Periférico - Ponte ciclopedonal sobre a Calçada de Carriche,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMAEVCE,Lumiar,149.45000000000002,0.14945
149398,0046,Rua das Musas,Alameda dos Oceanos Sul,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMM; EMEL,Parque das Nações,31.69,0.03169
149403,0278,Praça de Espanha,Praça de Espanha,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,SRU,Avenidas Novas,18.61,0.01861
149408,0011,Avenida Cidade de Luanda,Avenida Cidade de Luanda - Fase 1,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Olivais,853.19,0.85319
149417,0198,Passeio dos Jacarandás,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,23.84,0.02384
149421,0232,Telheiras-Campo Grande,,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2010,CML,Lumiar,176.36,0.17636
149430,0459,Avenida Cinco de Outubro,Bairros 30+Bici - Bairro de São Sebastião,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,229.93,0.22993
149431,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,41.04,0.04104
149434,0295,Alameda da Universidade,T11 - Telheiras - Campo Grande (Via Cidade Universitária),Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Alvalade,311.17,0.31117
149439,0657,Praça Marechal Humberto Delgado,UPCB - Requalificação Praça Marechal Humberto Delgado - Sete Rios,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2024,CML/DMU/DEP; CML/DMMC/DIOA,São Domingos de Benfica,429.16,0.42916
149443,0687,Troço da Frente Ribeirinha,Cais Sodré - Belém,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/UCT/UITCH,Estrela,267.28000000000003,0.26728
149445,0123,Keil do Amaral,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Alcântara,81.08,0.08108
149446,0057,Circuito Acessível,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Alcântara,87.52,0.08752
149447,0057,Circuito Acessível,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Alcântara,624.5600000000001,0.62456
149462,0205,Ponte ciclopedonal sobre a Av. Infante D. Henrique - Rua do Vale Formoso de Cima - Azinhaga do Vale Fundão,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Marvila,204.82,0.20482
149463,0212,Ponte ciclopedonal sobre a Radial de Benfica - Avenida General Correia Barreto - Av. Conde de Almoster,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,256.22,0.25622
149467,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,11.66,0.01166
149491,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,10.700000000000001,0.0107
149494,0285,Rua Engº Ferreira de Mesquita,Corredor Estruturante do Vale de Alcântara - Estação de Campolide-Avenida Calouste Gulbenkian,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Campolide,124.61,0.12461
149495,0095,Campo Grande,Jardim do Campo Grande,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Alvalade,75.84,0.07584
149496,0095,Campo Grande,Jardim do Campo Grande,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Alvalade,213.39000000000001,0.21339
149498,0189,Rua Roald Amundsen,Fundo Ambiental - Lisboa/Loures (Sacavém),Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,EMEL,Parque das Nações,141.62,0.14162
149499,0043,Tapada da Ajuda,Tapada da Ajuda,Local,Contrassentido,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,230.37,0.23037
